Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sprint_GetTransport,,,2018-10-01 21:52:15,2018-10-01 21:53:03,47.276s,FAILED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-01 21:52:16,2018-10-01 21:52:17,1.357s,PASSED
callTestCase,,,2018-10-01 21:52:16,2018-10-01 21:52:16,0.453s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-01 21:52:16,2018-10-01 21:52:16,0.001s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-01 21:52:16,2018-10-01 21:52:16,0.000s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-01 21:52:16,2018-10-01 21:52:16,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-01 21:52:16,2018-10-01 21:52:16,0.001s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-01 21:52:16,2018-10-01 21:52:17,0.685s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.001s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.249s,FAILED
callTestCase,,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.079s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.001s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.154s,FAILED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-01 21:52:17,2018-10-01 21:52:18,0.944s,PASSED
callTestCase,,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.080s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:17,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-01 21:52:17,2018-10-01 21:52:18,0.853s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-01 21:52:18,2018-10-01 21:52:18,0.000s,PASSED
