Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sprint_GetOffTime - P1,,,2018-10-02 08:17:44,2018-10-02 08:18:11,26.701s,FAILED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:17:44,2018-10-02 08:17:46,1.131s,PASSED
callTestCase,,,2018-10-02 08:17:45,2018-10-02 08:17:45,0.386s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:17:45,2018-10-02 08:17:45,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:17:45,2018-10-02 08:17:46,0.558s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.001s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.244s,PASSED
callTestCase,,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.081s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.001s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.148s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.001s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.223s,PASSED
callTestCase,,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.077s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.134s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.001s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.228s,PASSED
callTestCase,,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.077s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.143s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.229s,PASSED
callTestCase,,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.076s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.001s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.146s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.001s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:17:46,2018-10-02 08:17:46,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:17:46,2018-10-02 08:17:47,0.220s,PASSED
callTestCase,,,2018-10-02 08:17:46,2018-10-02 08:17:47,0.071s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.141s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.001s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.193s,PASSED
callTestCase,,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.069s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.118s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.204s,PASSED
callTestCase,,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.066s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.132s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.191s,PASSED
callTestCase,,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.066s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.001s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.118s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.190s,PASSED
callTestCase,,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.066s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.001s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.116s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.001s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:17:47,2018-10-02 08:17:47,0.000s,PASSED
