Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sprint_GetPickUpTime,,,2018-09-29 20:44:18,2018-09-29 20:44:20,1.840s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-09-29 20:44:18,2018-09-29 20:44:20,1.612s,PASSED
callTestCase,,,2018-09-29 20:44:19,2018-09-29 20:44:19,0.459s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-09-29 20:44:19,2018-09-29 20:44:19,0.001s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-09-29 20:44:19,2018-09-29 20:44:19,0.000s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-09-29 20:44:19,2018-09-29 20:44:20,0.928s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-09-29 20:44:20,2018-09-29 20:44:20,0.001s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-09-29 20:44:20,2018-09-29 20:44:20,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-09-29 20:44:20,2018-09-29 20:44:20,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-09-29 20:44:20,2018-09-29 20:44:20,0.001s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-09-29 20:44:20,2018-09-29 20:44:20,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-09-29 20:44:20,2018-09-29 20:44:20,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-09-29 20:44:20,2018-09-29 20:44:20,0.000s,PASSED
