Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sprint_GetPickUpTime - P1,,,2018-10-02 08:19:33,2018-10-02 08:19:58,24.802s,FAILED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:19:33,2018-10-02 08:19:34,1.070s,PASSED
callTestCase,,,2018-10-02 08:19:33,2018-10-02 08:19:33,0.381s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:19:33,2018-10-02 08:19:33,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:19:33,2018-10-02 08:19:33,0.001s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:19:33,2018-10-02 08:19:34,0.508s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:19:34,2018-10-02 08:19:34,0.001s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:19:34,2018-10-02 08:19:34,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:19:34,2018-10-02 08:19:34,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:19:34,2018-10-02 08:19:34,0.001s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:19:34,2018-10-02 08:19:34,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:19:34,2018-10-02 08:19:34,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:19:34,2018-10-02 08:19:34,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:19:34,2018-10-02 08:19:34,0.238s,PASSED
callTestCase,,,2018-10-02 08:19:34,2018-10-02 08:19:34,0.083s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:19:34,2018-10-02 08:19:34,0.000s,PASSED
