Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sprint_All - DevTransferDataSet,,,2018-10-12 08:55:01,2018-10-12 08:55:41,40.468s,FAILED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints - Dev,,,2018-10-12 08:55:01,2018-10-12 08:55:41,40.214s,FAILED
"Statement - Glb_Status_GetOperationCode = ""failed""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.008s,PASSED
"Statement - Glb_Status_GetDropOffTime = ""failed""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.001s,PASSED
"Statement - Glb_Status_GetPickupTime = ""failed""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.000s,PASSED
"Statement - Glb_Status_ReserveTimeslot = ""failed""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.000s,PASSED
"Statement - Glb_Status_GetTransportOption = ""failed""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.001s,PASSED
"Statement - Glb_Status_MakeServiceBooking = ""failed""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.001s,PASSED
"Statement - Glb_Status_SearchBooking = ""failed""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.000s,PASSED
"Statement - Glb_Status_GetBookingDetail = ""failed""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.001s,PASSED
"Statement - Glb_Status_ChangeBooking = ""failed""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.001s,PASSED
"Statement - Glb_Status_CancelBooking = ""failed""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.000s,PASSED
"Statement - Glb_Reserve_Token = ""no""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.001s,PASSED
"Statement - Glb_BookingStatus = ""not yet""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.000s,PASSED
"Statement - Glb_Booking_ID = ""wrong""",,,2018-10-12 08:55:01,2018-10-12 08:55:01,0.001s,PASSED
callTestCase,,,2018-10-12 08:55:01,2018-10-12 08:55:02,0.447s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-12 08:55:02,2018-10-12 08:55:09,7.419s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-12 08:55:09,2018-10-12 08:55:10,0.742s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-12 08:55:10,2018-10-12 08:55:11,0.710s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-12 08:55:11,2018-10-12 08:55:12,1.219s,PASSED
"Statement - If (var_Status_GetTransport == ""true"" && !(Glb_Reserve_Token == ""no""))",,,2018-10-12 08:55:12,2018-10-12 08:55:12,0.306s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"" && !(Glb_Reserve_Token == ""no""))",,,2018-10-12 08:55:12,2018-10-12 08:55:13,0.940s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"" && !(Glb_Reserve_Token == ""no""))",,,2018-10-12 08:55:13,2018-10-12 08:55:13,0.360s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"" && !(Glb_Reserve_Token == ""no""))",,,2018-10-12 08:55:13,2018-10-12 08:55:14,0.668s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"" && !(Glb_Reserve_Token == ""no""))",,,2018-10-12 08:55:14,2018-10-12 08:55:40,26.237s,FAILED
Start tear down : HandleFailing,,,2018-10-12 08:55:40,2018-10-12 08:55:41,0.866s,PASSED
