Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sprint_GetPickUpTime,,,2018-10-02 08:19:02,2018-10-02 08:19:31,29.134s,FAILED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:19:03,2018-10-02 08:19:04,1.107s,PASSED
callTestCase,,,2018-10-02 08:19:03,2018-10-02 08:19:03,0.371s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:19:03,2018-10-02 08:19:03,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:19:03,2018-10-02 08:19:03,0.000s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:19:03,2018-10-02 08:19:04,0.559s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.001s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.001s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.231s,PASSED
callTestCase,,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.078s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.142s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.001s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.226s,PASSED
callTestCase,,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.079s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.138s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.001s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.219s,PASSED
callTestCase,,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.070s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.142s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:19:04,2018-10-02 08:19:05,0.215s,PASSED
callTestCase,,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.069s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_GetOffTime == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:04,0.000s,PASSED
"Statement - If (var_Status_PickupTime == ""true"")",,,2018-10-02 08:19:04,2018-10-02 08:19:05,0.139s,PASSED
"Statement - If (var_Status_ReservedTimeslot == ""true"")",,,2018-10-02 08:19:05,2018-10-02 08:19:05,0.000s,PASSED
"Statement - If (var_Status_GetTransport == ""true"")",,,2018-10-02 08:19:05,2018-10-02 08:19:05,0.001s,PASSED
"Statement - If (var_Status_MakeBooking == ""true"")",,,2018-10-02 08:19:05,2018-10-02 08:19:05,0.000s,PASSED
"Statement - If (var_Status_SearchBooking == ""true"")",,,2018-10-02 08:19:05,2018-10-02 08:19:05,0.000s,PASSED
"Statement - If (var_Status_GetBookingDetail == ""true"")",,,2018-10-02 08:19:05,2018-10-02 08:19:05,0.000s,PASSED
"Statement - If (var_Status_ChangeBooking == ""true"")",,,2018-10-02 08:19:05,2018-10-02 08:19:05,0.000s,PASSED
"Statement - If (var_Status_CancelBooking == ""true"")",,,2018-10-02 08:19:05,2018-10-02 08:19:05,0.000s,PASSED
,,,,,,
Test Cases/TOYOTA/Main_Toyota_TestCase - AllSprints,,,2018-10-02 08:19:05,2018-10-02 08:19:05,0.236s,PASSED
callTestCase,,,2018-10-02 08:19:05,2018-10-02 08:19:05,0.067s,PASSED
"Statement - If (var_Status_OpCode == ""true"")",,,2018-10-02 08:19:05,2018-10-02 08:19:05,0.000s,PASSED
