Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Toyota,,,2018-09-20 13:38:05,2018-09-20 13:38:06,1.561s,FAILED
,,,,,,
Test Cases/Toyota_GetDropOffTimes_JSON,,,2018-09-20 13:38:05,2018-09-20 13:38:06,1.192s,PASSED
Statement - Start_Date = Glb_ServiceDate,,,2018-09-20 13:38:05,2018-09-20 13:38:05,0.005s,PASSED
Statement - End_Date = Glb_ServiceDate,,,2018-09-20 13:38:05,2018-09-20 13:38:05,0.001s,PASSED
"Statement - mainrequest = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Toyota/GetDropOffTimes_JSON, [Start_Date:Start_Date, End_Date:End_Date, ServiceBay_Type:internal.GlobalVariable.Glb_ServiceBay_Type, Duration_Time:internal.GlobalVariable.Glb_Duration_Time, ... ])",,,2018-09-20 13:38:05,2018-09-20 13:38:05,0.012s,PASSED
"Statement - mainrequest.getHttpHeaderProperties().add(new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Basic  + internal.GlobalVariable.Glb_Authorization_Token)))",,,2018-09-20 13:38:05,2018-09-20 13:38:05,0.008s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(mainrequest),,,2018-09-20 13:38:05,2018-09-20 13:38:06,0.489s,PASSED
verifyResponseStatusCode,,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.005s,PASSED
verifyElementPropertyValue,,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.029s,PASSED
Statement - realtime_ws = new java.util.Date(),,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.005s,PASSED
Statement - Start = Glb_WorkshopStart,,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.001s,PASSED
Statement - End = Glb_WorkshopEnd,,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.001s,PASSED
Statement - Interval = Glb_Interval,,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.000s,PASSED
Statement - Duration = Glb_Duration_Time,,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.001s,PASSED
"Statement - realtime_ws.set([""hourOfDay"":Start, ""minute"":0])",,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.002s,PASSED
"Statement - println(realtime_ws.format(""HH:mm""))",,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.003s,PASSED
Statement - time_close_ws = new java.util.Date(),,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.000s,PASSED
"Statement - time_close_ws.set([""hourOfDay"":End - Duration, ""minute"":0])",,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.001s,PASSED
Statement - times = [],,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.000s,PASSED
Statement - count = 0,,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.001s,PASSED
Statement - While (realtime_ws.before(time_close_ws)),,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.059s,PASSED
"Statement - For ([j = 0, j < count, (j++)])",,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.287s,PASSED
,,,,,,
Test Cases/Toyota_GetPickUpTimes_JSON,,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.149s,FAILED
"Statement - GetPickupTime = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Toyota/GetPickUpTimes_JSON, [Service_Date:internal.GlobalVariable.Glb_ServiceDate, Drop_Off_Time:Drop_Off_Time, ServiceBay_Time:internal.GlobalVariable.Glb_ServiceBay_Type, ... ])",,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.003s,PASSED
"Statement - GetPickupTime.getHttpHeaderProperties().add(new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Basic  + internal.GlobalVariable.Glb_Authorization_Token)))",,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.000s,PASSED
Statement - res_GetPickupTime = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(GetPickupTime),,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.027s,PASSED
verifyResponseStatusCode,,,2018-09-20 13:38:06,2018-09-20 13:38:06,0.003s,FAILED
